Date,NER,RER,Fedfunds,PPI,Indpro,Borrow
10/1/2002,133.97,119.93,1.75,99.1,90.4879,0.1427
11/1/2002,132.03,118.44,1.34,99.1,90.9823,0.2715
12/1/2002,131.02,117.32,1.24,99.1,90.4919,0.0797
1/1/2003,127.65,115.69,1.24,104.1,91.2395,0.0269
2/1/2003,126.72,116.08,1.26,104.6,91.3384,0.0252
3/1/2003,126.05,115.73,1.25,104,91.069,0.0217
4/1/2003,125.93,114.83,1.26,105.6,90.4913,0.0294
5/1/2003,120.32,109.82,1.26,109.2,90.4697,0.0555
6/1/2003,119.37,109.69,1.22,107.3,90.5899,0.1615
7/1/2003,121.18,111.19,1.01,105.5,91.0614,0.1304
8/1/2003,122.62,112.99,1.03,109,90.8452,0.3287
9/1/2003,120.57,111.62,1.01,116.1,91.4453,0.1805
10/1/2003,116.49,108.61,1.01,124.4,91.5595,0.1073
11/1/2003,116.15,107.89,1,123.7,92.1763,0.0681
12/1/2003,113.66,105.74,0.98,124.3,92.2532,0.0458
1/1/2004,111.55,104.05,1,117.4,92.4067,0.106
2/1/2004,111.89,104.82,1.01,120.4,92.9687,0.0419
3/1/2004,113.72,106.5,1,129.1,92.6,0.0513
4/1/2004,114.61,107.62,1,129.6,92.9761,0.0859
5/1/2004,116.55,109.87,1,135.1,93.6446,0.1117
6/1/2004,114.97,108.69,1.03,129.7,92.9303,0.1802
7/1/2004,113.69,107.65,1.26,124.4,93.6109,0.2446
8/1/2004,114.17,107.8,1.43,119,93.6958,0.2514
9/1/2004,113.4,107.22,1.61,118.7,93.7958,0.335
10/1/2004,111.18,105.48,1.76,119.2,94.6226,0.1793
11/1/2004,106.88,101.96,1.93,118,94.8491,0.1831
12/1/2004,105.51,100.22,2.16,118.4,95.5841,0.0628
1/1/2005,106.49,101.54,2.28,118.8,95.9285,0.062
2/1/2005,107.2,102.24,2.5,117.6,96.6287,0.0418
3/1/2005,105.95,101.53,2.63,123,96.4907,0.0493
4/1/2005,107.7,103.25,2.79,120.7,96.6809,0.1315
5/1/2005,108.84,103.77,3,121.5,96.7925,0.1392
6/1/2005,110.78,105.18,3.04,118.3,97.19,0.2489
7/1/2005,111.97,106.26,3.26,116.3,96.8981,0.4247
8/1/2005,110.15,105.07,3.5,114.5,97.2223,0.3623
9/1/2005,109.83,105.71,3.62,116.8,95.3463,0.3321
10/1/2005,111.65,107.47,3.78,115.7,96.4981,0.2836
11/1/2005,113.31,107.82,4,117.5,97.5646,0.126
12/1/2005,112.3,106.29,4.16,121.1,98.0222,0.1688
1/1/2006,110.29,105.27,4.29,117.4,98.2044,0.11
2/1/2006,111.04,105.93,4.49,111.9,98.2404,0.0525
3/1/2006,111,106.52,4.59,111,98.4742,0.169
4/1/2006,109.51,106.13,4.79,111.3,98.7765,0.2477
5/1/2006,105.6,103.28,4.94,109.8,98.7884,0.1747
6/1/2006,106.89,104.98,4.99,113.8,99.1069,0.2528
7/1/2006,107.25,104.99,5.24,115.5,99.0357,0.3505
8/1/2006,106.59,104.18,5.25,118.5,99.4583,0.3689
9/1/2006,106.97,104.08,5.25,120.3,99.2544,0.4032
10/1/2006,107.98,104.21,5.25,123.2,99.1514,0.2287
11/1/2006,106.73,103.02,5.25,124.5,99.0974,0.1596
12/1/2006,105.75,101.97,5.24,127,100.1117,0.1911
1/1/2007,107.63,104.15,5.25,127.1,99.7226,0.2109
2/1/2007,107.36,104.23,5.26,137.5,100.6919,0.0295
3/1/2007,106.36,104.04,5.26,140.6,100.8857,0.054
4/1/2007,104.77,102.77,5.25,141.3,101.5777,0.0794
5/1/2007,104.16,102.47,5.25,142.7,101.6481,0.1034
6/1/2007,103.91,102.47,5.25,141.8,101.6741,0.1873
7/1/2007,102.24,100.99,5.26,143.4,101.5627,0.262
8/1/2007,102.26,100.98,5.02,140.4,101.7751,0.975
9/1/2007,100.4,99.35,4.94,146.8,102.0279,1.5667
10/1/2007,97.99,96.93,4.76,148.2,101.7289,0.2542
11/1/2007,95.75,95.38,4.49,151,102.3185,0.3657
12/1/2007,97.52,96.55,4.24,159.6,102.3074,15.4305
1/1/2008,96.79,96.61,3.94,164.2,102.1686,45.6596
2/1/2008,96.18,95.84,2.98,164.4,101.7673,60.157
3/1/2008,93.29,93.66,2.61,169.6,101.3986,94.5234
4/1/2008,93.42,93.59,2.28,166.7,100.7238,135.4097
5/1/2008,94.14,94.31,1.98,169.7,100.1399,155.7803
6/1/2008,94.87,95.19,2,176.2,99.9141,171.2781
7/1/2008,94.14,94.69,2.01,174.3,99.4943,165.6636
8/1/2008,98.09,97.29,2,164.7,97.9367,168.0784
9/1/2008,100.43,99.74,1.81,163.5,93.6585,290.1052
10/1/2008,106.91,107.14,0.97,145.3,94.5845,648.3194
11/1/2008,110.37,108.79,0.39,143.1,93.3455,698.7856
12/1/2008,107.73,106.26,0.16,133.9,90.7183,653.5653
1/1/2009,108.05,107.98,0.15,136.4,88.4683,563.4964
2/1/2009,110.96,111.57,0.22,132.8,87.936,582.4972
3/1/2009,111.7,112.21,0.18,130.6,86.5503,612.1111
4/1/2009,109.45,108.77,0.15,136.8,85.8598,558.194
5/1/2009,104.9,104.79,0.18,137.8,84.9991,525.4481
6/1/2009,102.86,104.02,0.21,142.1,84.7277,438.7224
7/1/2009,102.28,103.63,0.16,131.6,85.7091,366.9614
8/1/2009,100.69,101.77,0.16,130.1,86.6333,331.4496
9/1/2009,99,100.85,0.15,126.8,87.3615,306.8265
10/1/2009,97.24,99.13,0.12,133.2,87.5488,265.0578
11/1/2009,96.66,98.36,0.12,135.5,87.9144,217.307
12/1/2009,97.57,98.55,0.12,141.5,88.2318,169.927
1/1/2010,98.17,99.25,0.11,142.5,89.1936,142.1424
2/1/2010,100.22,100.8,0.13,142.3,89.5089,111.227
3/1/2010,99.82,99.92,0.16,150.3,90.1449,91.6442
4/1/2010,99.9,99.44,0.2,149.1,90.474,80.225
5/1/2010,103.77,103.4,0.2,150,91.7131,75.6257
6/1/2010,104.84,104.25,0.18,141.6,91.9287,69.8974
7/1/2010,102.12,102.19,0.18,146.8,92.2737,65.8468
8/1/2010,100.85,101.03,0.19,148.4,92.615,60.0835
9/1/2010,99.73,99.92,0.19,154.1,92.8668,52.5207
10/1/2010,96.09,96.14,0.19,157.4,92.6138,48.5729
11/1/2010,96.63,96.34,0.19,162.1,92.6772,46.6891
12/1/2010,97.86,97.31,0.18,166.8,93.5741,45.4883
1/1/2011,96.62,96.33,0.17,173.3,93.3793,32.2464
2/1/2011,95.57,95.52,0.16,189.8,93.0051,21.9329
3/1/2011,94.25,94.64,0.14,185.1,93.978,19.8818
4/1/2011,92.59,93.15,0.1,191.1,93.6525,17.8424
5/1/2011,92.49,93.36,0.09,186,93.7878,15.1458
6/1/2011,92.44,93.59,0.09,192.6,94.0378,13.2433
7/1/2011,91.8,92.94,0.07,188.4,94.5146,12.3954
8/1/2011,91.69,93.75,0.1,192.2,95.1263,11.834
9/1/2011,94.46,97.04,0.08,190.3,95.0732,11.5749
10/1/2011,95.43,97.94,0.07,183.5,95.7291,11.2103
11/1/2011,96,98.49,0.08,186.7,95.7455,10.3407
12/1/2011,97.16,99.08,0.07,181.3,96.2147,9.5262
1/1/2012,97.35,99.16,0.08,184.7,96.8051,8.6141
2/1/2012,95.97,97.27,0.1,185.7,97.1033,7.9332
3/1/2012,96.76,98.05,0.13,191.1,96.5973,7.3297
4/1/2012,96.6,98.45,0.14,187,97.3006,6.8648
5/1/2012,98.07,100.48,0.16,185.1,97.5046,6.1868
6/1/2012,99.39,101.95,0.16,184.7,97.4903,5.214
7/1/2012,99.44,101.11,0.16,193.9,97.7234,4.2581
8/1/2012,98.32,100.16,0.13,199.4,97.313,3.2707
9/1/2012,96.34,98.21,0.14,200.2,97.2405,1.9651
10/1/2012,96.23,97.79,0.16,198.2,97.561,1.4657
11/1/2012,97.15,98.4,0.16,199.8,97.9589,1.0513
12/1/2012,96.48,97.2,0.16,200,98.2061,0.7954
1/1/2013,97.11,97.94,0.14,202.7,98.199,0.5652
2/1/2013,98.41,99.32,0.15,197.5,98.6835,0.4648
3/1/2013,100.46,100.48,0.14,203.8,99.0994,0.3941
4/1/2013,100.62,100.01,0.15,196.1,98.9898,0.4005
5/1/2013,101.45,100.97,0.11,203,99.0782,0.4102
6/1/2013,100.72,101.58,0.09,203.1,99.2141,0.351
7/1/2013,101.8,102.31,0.09,200.7,98.9132,0.3594
8/1/2013,100.69,101.6,0.08,191.4,99.4891,0.3169
9/1/2013,100.19,101.15,0.08,188,100.0172,0.2735
10/1/2013,98.88,99.73,0.09,186.3,99.9038,0.2378
11/1/2013,99.97,100.33,0.08,186,100.1479,0.1798
12/1/2013,100.27,100.3,0.09,184.8,100.3576,0.1703
1/1/2014,101.36,101.95,0.07,188.6,99.9828,0.1273
2/1/2014,101.2,101.98,0.07,191.5,100.7485,0.1042
3/1/2014,100.83,101.7,0.08,204.1,101.7391,0.1047
4/1/2014,100.33,101.07,0.09,211,101.8023,0.1166
5/1/2014,100.03,100.91,0.09,208.8,102.2116,0.1388
6/1/2014,100.28,101.29,0.1,205.5,102.5637,0.1794
7/1/2014,100.1,101.26,0.09,199.3,102.8425,0.2305
8/1/2014,101.55,102.33,0.09,191.3,102.6499,0.2784
9/1/2014,103.93,104.18,0.09,193.1,102.9647,0.3001
10/1/2014,105.65,105.59,0.09,191.5,102.9704,0.2211
11/1/2014,108.23,107.33,0.09,196.1,103.6017,0.1304
12/1/2014,109.97,109.59,0.12,187.9,103.592,0.1017
1/1/2015,113.41,112.71,0.11,180.7,102.798,0.0661
2/1/2015,115.54,114.8,0.11,173.2,102.1554,0.0183
3/1/2015,118.39,117.55,0.11,175.5,101.8077,0.02
4/1/2015,117.5,116.98,0.12,175.8,101.2285,0.0515
5/1/2015,115.46,115.83,0.12,179,100.7536,0.0871
6/1/2015,116.25,117.08,0.13,181.6,100.4529,0.1497
7/1/2015,118.65,119.92,0.13,178.9,101.11,0.1856
8/1/2015,119.28,121.08,0.14,178.2,100.8802,0.235
9/1/2015,119.16,121.06,0.14,170.7,100.608,0.2556
10/1/2015,118.24,119.69,0.12,167.1,100.151,0.1941
11/1/2015,121.38,122.14,0.12,164.4,99.3817,0.1152
12/1/2015,121.76,122.68,0.24,160.4,98.8572,0.1055
1/1/2016,123.18,126,0.34,166.5,99.4086,0.0768
2/1/2016,120.95,124.48,0.38,163.6,98.8946,0.034
3/1/2016,118.93,121.62,0.36,161.9,98.1385,0.0214
4/1/2016,116.12,119.57,0.37,158.9,98.4364,0.0628
5/1/2016,116.65,121.25,0.37,162.7,98.2096,0.0788
6/1/2016,116.34,121.95,0.38,166.7,98.6766,0.1295
7/1/2016,117.41,122.69,0.39,160.8,98.8371,0.2045
8/1/2016,115.91,121.34,0.4,152.9,98.7302,0.2071
9/1/2016,116.23,122.46,0.4,149.2,98.6287,0.2063
10/1/2016,118.32,123.51,0.4,140.7,98.7126,0.1245
11/1/2016,120.78,126.97,0.41,147.6,98.3004,0.0392
12/1/2016,123.21,129.34,0.54,153.1,98.9063,0.039
1/1/2017,122.34,130.08,0.65,156.1,98.7349,0.016
2/1/2017,120.96,127.57,0.66,160.3,98.4178,0.0205
3/1/2017,121.41,126.23,0.79,162.8,99.0726,0.0122
4/1/2017,120.72,124.88,0.9,165.5,100.0545,0.0453
5/1/2017,119.78,124.21,0.91,167.3,100.139,0.0555
6/1/2017,118.29,122.13,1.04,167.6,100.3148,0.0952
7/1/2017,116.03,119.83,1.15,169.4,100.1418,0.1658
8/1/2017,114.29,118.39,1.16,158.2,99.6878,0.2197
9/1/2017,113.09,117.73,1.15,156.1,99.7829,0.2238
10/1/2017,114.86,120.22,1.15,156.3,101.0401,0.1509
11/1/2017,115.08,120.28,1.16,161.6,101.226,0.0648
12/1/2017,114.46,119.7,1.3,160.5,101.3878,0.0754
1/1/2018,111.63,117.77,1.41,160.6,101.345,0.0579
2/1/2018,110.86,116.82,1.42,162.3,101.7068,0.0203
3/1/2018,111.36,117.07,1.51,169.1,102.2785,0.016
4/1/2018,111.48,117.13,1.69,163.7,103.434,0.0506
5/1/2018,114.27,121.25,1.7,167.9,102.4735,0.0939
6/1/2018,115.62,123.38,1.82,166.2,103.2508,0.1432
7/1/2018,116.3,122.1,1.91,161,103.4588,0.2241
8/1/2018,116.74,121.93,1.91,152.7,104.1802,0.2606
9/1/2018,116.33,121.71,1.95,149.7,104.1665,0.2902
10/1/2018,117.29,122.56,2.19,153.4,104.0476,0.2092
11/1/2018,118.17,124.47,2.2,158,103.9603,0.0966
12/1/2018,118.51,124.12,2.27,165.9,103.869,0.0757
1/1/2019,117.51,122.69,2.4,161.7,103.2684,0.0262
2/1/2019,117.74,123,2.4,160.6,102.8157,0.019
3/1/2019,118.37,123.69,2.41,160.4,102.9,0.015
4/1/2019,118.88,123.93,2.42,162.9,102.3826,0.0296
5/1/2019,119.65,124.88,2.39,161.5,102.5756,0.0557
6/1/2019,118.51,124.19,2.38,165.8,102.5928,0.0796
7/1/2019,118.48,124.02,2.4,164.2,102.2012,0.1201
8/1/2019,119.52,125.65,2.13,156.8,102.9086,0.1169
9/1/2019,119.87,125.8,2.04,151.5,102.579,0.1015
10/1/2019,119.37,125.04,1.83,161.1,101.7775,0.0628
11/1/2019,119.22,124.78,1.55,165.6,102.0979,0.0261
12/1/2019,118.65,123.67,1.55,166.3,101.7632,0.0214
1/1/2020,118.38,123.61,1.55,169.5,101.303,0.0058
2/1/2020,120.2,125.24,1.58,160.8,101.7038,0.0032
3/1/2020,121.29,130.52,0.65,157.5,97.8746,40.5537
4/1/2020,122.37,133.27,0.05,140.4,84.959,124.4606
5/1/2020,121.91,131.8,0.05,148.8,86.3345,111.8446
6/1/2020,119.14,128.25,0.08,151.4,91.7523,97.6714
7/1/2020,117.79,127.81,0.09,151.4,95.2439,92.9433
8/1/2020,115.24,125.75,0.1,149,96.1173,83.1256
9/1/2020,115.28,125.2,0.09,157,96.0711,78.3871
10/1/2020,114.93,124.21,0.09,169.9,96.825,74.0587
11/1/2020,113.81,122.22,0.09,173,97.1183,66.5975
12/1/2020,111.53,119.66,0.09,166.3,98.138,58.6846
1/1/2021,111.15,119.27,0.09,178.8,99.2645,52.5908
2/1/2021,111.57,120.31,0.08,182.5,96.2231,53.4758
3/1/2021,112.89,122.24,0.07,184.3,98.8621,57.9503
4/1/2021,112.43,121.53,0.07,192.8,99.0246,66.8052
5/1/2021,110.78,120.64,0.06,211.7,99.7785,80.7817
6/1/2021,111.48,122.06,0.08,207,100.1923,87.746
7/1/2021,113.41,123.94,0.1,201.463,100.8724,87.6211
8/1/2021,113.78,124.29,0.09,202.896,100.837,80.7667
9/1/2021,114.08,124.34,0.08,197.868,99.8498,68.5677
10/1/2021,114.71,125.7,0.08,197.416,101.3602,54.5588
11/1/2021,115.95,127.24,0.08,206.125,101.961,45.3176
12/1/2021,117,128.3,0.08,213.525,101.7587,38.0822
1/1/2022,116.66,127.98,0.08,220.224,102.146,32.0551
2/1/2022,116.88,128.24,0.08,230.899,102.8987,28.7146
3/1/2022,118.96,130.18,0.2,250.299,103.6218,26.2058
4/1/2022,121.16,131.31,0.33,261.884,104.3022,23.9603
5/1/2022,123.94,134.17,0.77,263.817,104.2103,21.8827
6/1/2022,124.8,135.8,1.21,261.343,104.2229,21.4228
7/1/2022,127.74,138.69,1.68,255.465,104.8075,
